Name,Team,POS,Age,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
LeBron James,LAL,F,39.9,10,34.8,26.3,14.6,49,0.816,109,0.55,54,0.444,0.589,0.629,23.2,7.7,8.9,0.6,0.6,2.8,30.9,32.1,39.8,13.4,123.8,113.8
Chris Paul,SAN,G,39.5,10,28.4,16.4,21.5,11,1.0,26,0.615,54,0.37,0.575,0.607,10.3,3.6,8.1,1.1,0.1,2.2,13.9,18.4,22.0,9.4,123.3,108.2
Kyle Lowry,PHI,G,38.6,9,24.8,12.0,18.4,17,0.765,8,0.5,36,0.472,0.67,0.699,8.0,2.6,3.9,1.2,0.4,1.1,10.6,11.9,14.4,7.0,134.9,110.8
Kevin Durant,PHO,F,36.1,9,38.8,27.4,15.7,55,0.836,105,0.619,56,0.429,0.627,0.67,27.6,6.6,3.4,0.8,1.4,3.3,34.1,31.0,37.6,8.8,116.5,110.9
Al Horford,BOS,C-F,38.4,10,26.7,12.5,13.1,3,1.0,20,0.6,46,0.435,0.636,0.646,8.7,5.7,2.4,1.1,0.7,1.0,14.4,11.1,16.8,7.4,126.5,105.5
Mike Conley,MIN,G,37.1,10,23.4,17.5,14.7,15,0.933,25,0.32,50,0.3,0.407,0.46,7.5,2.9,4.6,1.3,0.3,1.3,10.4,12.1,15.0,7.9,109.4,104.9
Russell Westbrook,DEN,G,36.0,10,24.6,24.1,20.6,47,0.702,63,0.381,33,0.303,0.406,0.476,11.1,4.0,5.4,1.5,0.6,2.5,15.1,16.5,20.5,10.1,102.0,105.2
Eric Gordon,PHI,G,35.9,8,20.6,14.5,18.6,16,0.75,16,0.5,23,0.304,0.474,0.532,6.1,0.8,1.5,0.1,0.3,1.1,6.9,7.6,8.4,3.8,101.9,118.8
Brook Lopez,MIL,C,36.6,10,30.5,15.2,15.1,15,0.733,37,0.541,47,0.277,0.47,0.497,9.0,4.6,1.6,1.0,2.1,1.5,13.6,10.6,15.2,5.3,97.2,111.6
Nicolas Batum,LAC,G-F,35.9,10,18.3,9.9,10.2,6,0.667,11,0.545,24,0.292,0.471,0.491,3.7,2.9,2.0,0.6,0.8,0.4,6.6,5.7,8.6,6.1,117.2,101.6
James Harden,LAC,G,35.2,10,34.9,31.4,23.8,79,0.861,85,0.424,81,0.296,0.434,0.528,21.2,8.1,9.0,1.7,1.0,5.2,29.3,30.2,38.3,13.3,104.4,102.4
Stephen Curry,GOL,G,36.7,7,28.3,30.2,19.0,28,0.964,44,0.523,62,0.435,0.599,0.651,22.0,4.6,6.3,1.9,0.4,3.6,26.6,28.3,32.9,12.2,120.1,106.2
DeMar DeRozan,SAC,G-F,35.3,10,38.3,25.6,10.6,66,0.864,153,0.549,24,0.375,0.551,0.612,25.2,3.6,4.0,1.8,0.4,2.1,28.8,29.2,32.8,7.4,120.0,111.2
James Johnson,IND,F,37.7,2,3.0,22.3,33.3,0,0.0,1,1.0,1,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,1.0,1.5,1.5,0.0,0.0,0.0
Jrue Holiday,BOS,G,34.4,11,30.8,17.1,13.3,17,0.824,53,0.585,57,0.386,0.582,0.604,12.9,3.8,3.7,0.4,0.2,1.5,16.7,16.6,20.5,7.4,119.6,109.5
Patty Mills,UTA,G,36.2,9,15.3,12.1,20.3,3,1.0,7,0.571,24,0.292,0.468,0.495,3.6,0.9,1.4,0.7,0.2,0.9,4.4,5.0,5.9,4.3,94.8,116.3
Garrett Temple,TOR,G-F,38.5,2,4.4,9.4,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.0,1.0,2.0,2.0,0.0,137.7,99.9
Kyrie Irving,DAL,G,32.6,10,35.6,25.5,8.2,37,0.865,120,0.533,58,0.552,0.629,0.659,25.6,4.8,4.8,1.6,0.3,1.6,30.4,30.4,35.2,9.4,131.5,111.5
Tristan Thompson,CLE,C-F,33.7,5,5.3,18.5,22.2,5,0.0,7,0.714,0,0.0,0.714,0.543,2.0,1.0,0.2,0.0,0.0,0.4,3.0,2.2,3.2,5.6,81.5,111.4
Jonas Valanciunas,WAS,C,32.5,8,21.0,23.2,18.7,20,0.9,66,0.606,3,0.333,0.601,0.649,12.6,7.1,2.6,0.5,0.6,2.0,19.8,15.3,22.4,11.7,119.3,114.0
Klay Thompson,DAL,G,34.8,10,30.1,19.1,6.1,7,1.0,40,0.55,82,0.354,0.537,0.552,13.8,3.7,2.0,0.6,0.2,0.8,17.5,15.8,19.5,6.2,112.4,114.0
Alec Burks,MIA,G,33.3,5,18.3,10.4,4.7,2,1.0,6,0.167,14,0.643,0.725,0.742,6.2,1.6,1.8,0.6,0.2,0.2,7.8,8.0,9.6,5.7,152.9,117.9
Nikola Vucevic,CHI,C,34.0,10,31.9,21.8,10.1,25,0.88,98,0.633,44,0.477,0.658,0.683,20.9,10.3,3.2,0.6,0.8,1.6,31.2,24.1,34.4,11.1,131.2,108.5
Tobias Harris,DET,F,32.3,11,32.8,18.3,11.7,22,0.773,82,0.585,46,0.261,0.516,0.541,13.5,7.5,2.4,0.8,1.4,1.5,21.1,15.9,23.5,7.6,107.3,104.4
Reggie Jackson,PHI,G,34.6,4,7.4,22.1,13.3,0,0.0,5,0.0,8,0.25,0.231,0.231,1.5,0.5,1.8,0.3,0.0,0.5,2.0,3.3,3.8,6.0,68.4,106.0
Cory Joseph,ORL,G,33.2,7,4.3,19.9,7.1,0,0.0,3,0.0,10,0.4,0.462,0.462,1.7,0.7,0.7,0.1,0.3,0.1,2.4,2.4,3.1,8.8,108.2,105.6
Jimmy Butler,MIA,F,35.2,8,30.5,22.8,13.4,56,0.732,77,0.532,13,0.154,0.489,0.563,16.1,4.8,4.9,1.5,0.3,1.8,20.9,21.0,25.8,9.5,121.8,113.8
Anthony Davis,LAL,F-C,31.7,9,35.1,31.8,10.6,102,0.794,151,0.603,17,0.353,0.595,0.66,31.2,10.4,2.8,1.3,2.0,2.2,41.7,34.0,44.4,11.0,128.1,112.3
Bradley Beal,PHO,G,31.4,8,35.4,19.9,8.5,22,0.773,54,0.574,53,0.358,0.556,0.583,17.0,4.1,3.6,1.4,0.9,1.3,21.1,20.6,24.8,7.1,116.5,108.7
Damian Lillard,MIL,G,34.3,10,35.8,29.3,13.1,77,0.909,86,0.547,92,0.348,0.534,0.614,26.0,4.6,6.6,1.0,0.2,2.7,30.6,32.6,37.2,10.3,122.6,115.0
Andre Drummond,PHI,C,31.3,9,26.2,19.0,22.7,34,0.529,64,0.516,4,0.25,0.507,0.524,9.7,10.7,0.4,1.6,0.4,2.2,20.3,10.1,20.8,5.3,99.4,98.1
Harrison Barnes,SAN,F,32.4,10,28.5,13.5,12.3,17,0.824,39,0.641,32,0.344,0.585,0.618,9.7,3.5,1.5,0.3,0.2,1.0,13.2,11.2,14.7,5.2,121.8,117.4
Draymond Green,GOL,F,34.7,10,27.2,13.9,25.2,27,0.704,28,0.429,31,0.452,0.559,0.6,8.5,5.1,5.1,0.9,1.0,2.0,13.6,13.6,18.7,8.9,118.9,98.1
Alex Len,SAC,C,31.4,7,8.7,9.8,40.9,4,0.5,5,0.6,2,0.0,0.429,0.457,1.1,2.7,0.9,0.3,1.0,0.7,3.9,2.0,4.7,6.4,75.7,96.5
CJ McCollum,NOR,G,33.1,4,34.2,23.5,10.9,6,0.667,31,0.516,34,0.382,0.546,0.554,18.8,3.5,4.0,2.3,1.0,2.0,22.3,22.8,26.3,7.5,109.0,118.3
Dennis Schroder,BRO,G,31.2,10,35.2,23.3,15.1,32,0.875,79,0.506,67,0.463,0.592,0.628,20.1,2.9,6.6,1.5,0.0,2.6,23.0,26.7,29.6,8.3,120.3,110.0
Kentavious Caldwell-Pope,ORL,G,31.7,11,29.3,11.7,7.4,17,1.0,24,0.542,51,0.216,0.393,0.461,6.9,2.5,1.9,1.5,0.7,0.5,9.4,8.8,11.3,4.4,103.1,104.8
Mason Plumlee,PHO,F-C,34.7,10,17.0,10.3,16.6,21,0.476,25,0.68,0,0.0,0.68,0.643,4.4,5.1,1.5,0.4,0.5,0.5,9.5,5.9,11.0,7.6,134.9,100.9
Rudy Gobert,MIN,C,32.4,10,31.6,13.0,19.4,29,0.793,66,0.652,0,0.0,0.652,0.692,10.9,10.7,1.9,0.5,1.4,1.6,21.6,12.8,23.5,7.7,131.6,101.1
Steven Adams,HOU,C,31.3,4,13.3,13.6,35.3,8,0.375,9,0.667,0,0.0,0.667,0.599,3.8,2.8,1.8,0.5,0.0,1.3,6.5,5.5,8.3,8.0,106.3,100.3
Tim Hardaway Jr.,DET,G-F,32.7,11,29.3,15.0,7.7,23,0.87,29,0.448,66,0.47,0.626,0.661,12.6,1.7,2.1,0.5,0.0,0.7,14.4,14.7,16.5,4.9,131.2,113.1
Giannis Antetokounmpo,MIL,F,29.9,9,34.7,35.9,11.2,92,0.554,185,0.622,6,0.167,0.61,0.613,31.6,12.8,5.2,0.4,0.9,2.7,44.3,36.8,49.6,14.8,121.0,105.4
Seth Curry,CHA,G,34.2,9,18.8,13.0,6.0,5,0.6,20,0.4,27,0.444,0.553,0.559,6.1,2.2,0.7,0.6,0.1,0.3,8.3,6.8,9.0,4.5,120.0,109.5
Zach LaVine,CHI,G,29.7,7,34.3,24.7,19.2,31,0.806,52,0.577,53,0.434,0.614,0.649,22.0,5.0,3.3,0.9,0.4,3.6,27.0,25.3,30.3,8.3,108.8,114.7
Jordan Clarkson,UTA,G,32.4,7,23.9,28.0,15.8,29,0.759,44,0.5,41,0.268,0.453,0.506,14.1,3.7,3.3,0.7,0.1,2.3,17.9,17.4,21.1,9.3,100.3,113.9
Gary Harris,ORL,G,30.2,10,17.4,11.8,10.6,3,0.667,10,0.4,32,0.375,0.524,0.531,4.6,1.4,0.5,0.1,0.5,0.5,6.0,5.1,6.5,3.4,101.3,113.4
Spencer Dinwiddie,DAL,G,31.6,9,18.5,12.8,11.0,10,0.7,13,0.462,27,0.296,0.45,0.484,4.8,1.1,2.1,0.2,0.2,0.6,5.9,6.9,8.0,4.8,106.6,111.4
Jerami Grant,POR,F,30.7,11,32.7,23.3,8.7,49,0.776,87,0.46,81,0.333,0.479,0.525,18.1,3.8,1.7,0.8,1.3,1.5,21.9,19.8,23.6,6.0,106.8,116.1
Doug McDermott,SAC,F,32.9,6,6.7,17.5,0.0,5,0.6,1,0.0,13,0.308,0.429,0.463,2.5,0.3,0.0,0.2,0.0,0.0,2.8,2.5,2.8,0.0,97.7,106.3
Aaron Gordon,DEN,F,29.2,7,30.3,17.8,11.3,26,0.846,48,0.521,22,0.545,0.614,0.663,15.4,6.7,3.1,0.7,0.3,1.3,22.1,18.6,25.3,9.0,134.6,112.5
Marcus Smart,MEM,G,30.7,5,19.8,18.7,16.9,11,0.818,16,0.313,18,0.167,0.279,0.36,5.6,2.2,2.8,1.2,0.6,1.4,7.8,8.4,10.6,6.6,87.4,102.1
Kyle Anderson,GOL,F-G,31.1,10,16.7,16.0,5.1,14,0.714,31,0.452,24,0.25,0.418,0.458,5.6,3.7,2.6,1.1,0.7,0.3,9.3,8.2,11.9,9.0,118.5,105.5
Dwight Powell,DAL,F-C,33.3,9,9.3,8.3,29.1,14,0.714,7,0.857,0,0.0,0.857,0.836,2.4,2.3,0.6,0.3,0.4,0.3,4.8,3.0,5.3,6.4,153.2,93.8
Julius Randle,MIN,F-C,30.0,10,33.5,25.2,16.8,51,0.804,99,0.586,44,0.409,0.594,0.638,21.1,6.7,4.6,0.7,0.1,2.9,27.8,25.7,32.4,10.3,121.9,106.6
Andrew Wiggins,GOL,F,29.7,8,26.5,23.1,7.7,33,0.727,56,0.464,39,0.41,0.526,0.566,15.5,4.8,2.3,0.8,0.8,1.0,20.3,17.8,22.5,8.4,120.8,106.9
Dario Saric,DEN,F-C,30.6,5,8.8,14.2,14.1,2,0.5,9,0.222,3,0.0,0.167,0.194,1.0,1.6,0.2,0.2,0.0,0.4,2.6,1.2,2.8,3.1,59.9,113.0
Clint Capela,ATL,C,30.5,11,22.7,16.3,13.4,22,0.727,77,0.649,0,0.0,0.649,0.669,10.5,7.2,1.1,0.4,0.6,1.1,17.7,11.6,18.8,7.7,127.1,112.2
Bogdan Bogdanovic,ATL,G,32.2,1,27.8,13.1,23.7,2,1.0,0,0.0,6,0.333,0.5,0.581,8.0,2.0,2.0,0.0,2.0,2.0,10.0,10.0,12.0,4.6,98.9,115.1
Jusuf Nurkic,PHO,C,30.2,10,24.4,21.6,29.3,37,0.703,43,0.535,29,0.31,0.507,0.561,9.9,10.2,1.2,0.8,0.7,3.0,20.1,11.1,21.3,8.1,92.4,96.3
Vasilije Micic,CHA,G,30.8,3,15.0,20.6,18.2,0,0.0,11,0.182,7,0.143,0.194,0.194,2.3,3.7,1.0,0.3,0.0,1.3,6.0,3.3,7.0,5.4,57.0,114.6
Nikola Jokic,DEN,C,29.7,10,38.1,29.0,17.6,70,0.843,153,0.562,39,0.564,0.62,0.667,29.7,13.7,11.7,1.7,1.0,4.1,43.4,41.4,55.1,17.7,133.4,109.1
Joe Ingles,MIN,F-G,37.1,5,5.2,5.0,33.3,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.4,1.6,0.0,0.0,0.2,0.4,1.6,2.0,0.0,125.6,99.2
T.J. McConnell,IND,G,32.6,9,17.2,23.7,18.0,2,0.5,64,0.625,4,0.25,0.61,0.61,9.3,1.9,4.0,0.9,0.1,1.7,11.2,13.3,15.2,9.6,113.1,118.5
Tyus Jones,PHO,G,28.5,10,32.4,14.1,10.8,4,1.0,43,0.535,47,0.426,0.589,0.599,11.0,3.0,6.3,1.1,0.2,1.1,14.0,17.3,20.3,7.3,128.2,114.1
Delon Wright,MIL,G,32.5,7,13.1,8.2,17.6,0,0.0,7,0.429,7,0.429,0.536,0.536,2.1,0.6,0.9,0.3,0.3,0.4,2.7,3.0,3.6,3.2,99.9,115.7
D'Angelo Russell,LAL,G,28.7,10,29.3,20.3,12.4,20,0.9,52,0.519,61,0.311,0.491,0.53,12.9,2.2,4.9,0.9,0.1,1.6,15.1,17.8,20.0,7.1,109.5,114.6
Karl-Anthony Towns,NYK,C-F,29.0,9,32.9,28.2,9.6,48,0.875,109,0.532,41,0.537,0.607,0.655,24.9,12.3,2.3,0.6,0.9,1.8,37.2,27.2,39.6,10.8,131.1,106.1
Kelly Oubre Jr.,PHI,F-G,28.9,9,31.6,23.9,9.7,28,0.714,83,0.482,47,0.255,0.446,0.478,15.1,4.4,1.4,1.0,0.1,1.6,19.6,16.6,21.0,5.7,98.0,107.6
Devin Booker,PHO,G,28.0,10,37.3,26.5,9.7,62,0.887,95,0.516,81,0.321,0.5,0.568,23.1,3.9,7.3,1.0,0.3,1.9,27.0,30.4,34.3,9.3,121.3,112.1
Cameron Payne,NYK,G,30.3,5,15.4,20.5,5.7,1,0.0,18,0.444,15,0.267,0.424,0.419,5.6,2.0,3.2,0.6,0.2,0.4,7.6,8.8,10.8,8.6,107.9,109.3
Myles Turner,IND,C-F,28.6,9,32.5,24.3,18.6,39,0.692,69,0.507,49,0.408,0.551,0.581,17.4,7.3,1.4,0.9,1.8,3.0,24.8,18.9,26.2,6.9,99.1,107.7
Trey Lyles,SAC,F,29.0,10,14.8,14.8,10.6,8,0.875,11,0.364,31,0.226,0.345,0.395,3.6,3.1,0.6,0.5,0.6,0.5,6.7,4.2,7.3,5.1,86.6,102.7
Bobby Portis,MIL,F,29.8,10,25.1,24.2,10.5,11,0.818,89,0.517,30,0.267,0.487,0.505,12.5,8.2,0.8,0.5,0.6,1.4,20.7,13.3,21.5,6.9,100.4,109.4
Kevon Looney,GOL,F,28.8,9,16.2,15.8,10.4,17,0.647,43,0.488,0,0.0,0.488,0.525,5.9,8.2,1.6,1.0,0.4,0.6,14.1,7.4,15.7,10.5,129.7,86.8
Terry Rozier,MIA,G,30.7,9,32.4,19.8,13.7,22,0.909,49,0.408,58,0.397,0.509,0.553,14.3,4.7,4.0,0.9,0.3,1.9,19.0,18.3,23.0,8.0,110.1,112.7
Norman Powell,LAC,G,31.5,10,34.2,26.9,10.9,45,0.844,88,0.534,83,0.494,0.635,0.668,25.5,3.4,2.4,1.1,0.3,2.1,28.9,27.9,31.3,6.9,124.5,108.7
Pat Connaughton,MIL,G,31.8,10,16.4,13.3,12.9,8,0.875,14,0.5,26,0.269,0.438,0.483,4.2,2.3,1.8,0.2,0.1,0.6,6.5,6.0,8.3,6.3,105.4,113.6
Larry Nance Jr.,ATL,F-C,31.9,6,14.8,16.1,11.7,2,0.5,17,0.706,13,0.692,0.85,0.842,8.7,2.5,1.3,0.7,0.2,0.7,11.2,10.0,12.5,8.2,146.3,111.8
Royce O'Neale,PHO,F,31.4,10,25.9,15.3,10.5,9,0.889,31,0.452,45,0.489,0.618,0.638,10.2,6.7,2.3,0.7,0.9,0.9,16.9,12.5,19.2,8.3,126.8,103.9
Ben Simmons,BRO,G-F,28.3,7,24.8,14.4,41.6,4,0.75,32,0.625,0,0.0,0.625,0.637,6.1,6.0,6.4,0.7,0.6,3.3,12.1,12.6,18.6,9.9,105.9,99.8
Domantas Sabonis,SAC,F-C,28.5,10,36.9,20.0,19.7,54,0.833,97,0.701,21,0.381,0.678,0.723,20.5,12.9,6.9,0.6,0.2,2.9,33.4,27.4,40.3,13.2,136.4,100.1
Malik Beasley,DET,G,28.0,11,26.4,22.1,9.8,18,0.667,44,0.386,84,0.345,0.473,0.489,12.1,2.1,1.6,0.6,0.1,1.3,14.2,13.7,15.8,5.2,98.5,112.2
Kris Dunn,LAC,G,30.7,10,21.1,12.3,17.5,6,0.333,23,0.696,24,0.458,0.691,0.675,6.7,3.9,2.2,1.0,0.2,1.0,10.6,8.9,12.8,7.3,124.2,97.3
Buddy Hield,GOL,G,31.9,10,24.9,23.9,6.6,14,0.857,46,0.522,82,0.488,0.656,0.671,18.0,4.3,2.1,0.8,0.5,0.9,22.3,20.1,24.4,8.8,131.0,103.4
Brandon Ingram,NOR,F,27.2,10,32.6,30.2,14.5,26,0.885,123,0.553,65,0.354,0.545,0.572,22.8,6.0,4.6,0.8,0.6,3.2,28.8,27.4,33.4,10.5,109.1,114.2
